Facility Name,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
ASANTE ROGUE REGIONAL MEDICAL CENTER,OR,READM-30-PN-HRRP,239.0,0.8547,13.1169,15.3469,21,07/01/2020,06/30/2023
ASANTE ROGUE REGIONAL MEDICAL CENTER,OR,READM-30-COPD-HRRP,60.0,0.9986,20.1507,20.1793,12,07/01/2020,06/30/2023
MCKENZIE-WILLAMETTE MEDICAL CENTER,OR,READM-30-PN-HRRP,98.0,0.9717,14.171,14.5836,12,07/01/2020,06/30/2023
MCKENZIE-WILLAMETTE MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.985,14.3249,14.5428,Too Few to Report,07/01/2020,06/30/2023
HILLSBORO MEDICAL CENTER,OR,READM-30-PN-HRRP,87.0,1.0089,15.4048,15.2682,14,07/01/2020,06/30/2023
HILLSBORO MEDICAL CENTER,OR,READM-30-COPD-HRRP,,1.018,15.7861,15.5073,Too Few to Report,07/01/2020,06/30/2023
SAMARITAN ALBANY GENERAL HOSPITAL,OR,READM-30-PN-HRRP,,0.9233,12.9126,13.9846,Too Few to Report,07/01/2020,06/30/2023
SAMARITAN ALBANY GENERAL HOSPITAL,OR,READM-30-COPD-HRRP,,0.9737,16.467,16.9126,Too Few to Report,07/01/2020,06/30/2023
LEGACY MOUNT HOOD MEDICAL CENTER,OR,READM-30-PN-HRRP,90.0,0.9809,15.894,16.2029,13,07/01/2020,06/30/2023
LEGACY MOUNT HOOD MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.9831,17.0676,17.3603,Too Few to Report,07/01/2020,06/30/2023
MERCY MEDICAL CENTER,OR,READM-30-PN-HRRP,207.0,0.8408,13.2358,15.7418,16,07/01/2020,06/30/2023
MERCY MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.9045,14.5071,16.0388,Too Few to Report,07/01/2020,06/30/2023
LEGACY SILVERTON MEDICAL CENTER,OR,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
LEGACY SILVERTON MEDICAL CENTER,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
SACRED HEART UNIVERSITY DISTRICT,OR,READM-30-PN-HRRP,,0.9417,11.1173,11.8059,Too Few to Report,07/01/2020,06/30/2023
SACRED HEART UNIVERSITY DISTRICT,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PROVIDENCE NEWBERG MEDICAL CENTER,OR,READM-30-PN-HRRP,73.0,0.9829,16.6941,16.984,11,07/01/2020,06/30/2023
PROVIDENCE NEWBERG MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.9607,15.6155,16.2536,Too Few to Report,07/01/2020,06/30/2023
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,READM-30-PN-HRRP,106.0,0.9572,14.036,14.6639,12,07/01/2020,06/30/2023
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ST CHARLES MEDICAL CENTER - BEND,OR,READM-30-PN-HRRP,384.0,0.9464,13.965,14.7554,50,07/01/2020,06/30/2023
ST CHARLES MEDICAL CENTER - BEND,OR,READM-30-COPD-HRRP,122.0,0.9236,15.3429,16.6122,14,07/01/2020,06/30/2023
SKY LAKES MEDICAL CENTER,OR,READM-30-PN-HRRP,205.0,0.8872,13.589,15.3169,20,07/01/2020,06/30/2023
SKY LAKES MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.8998,14.6952,16.331,Too Few to Report,07/01/2020,06/30/2023
SALEM HOSPITAL,OR,READM-30-PN-HRRP,474.0,0.9878,15.7872,15.9828,74,07/01/2020,06/30/2023
SALEM HOSPITAL,OR,READM-30-COPD-HRRP,166.0,0.928,19.1012,20.5826,27,07/01/2020,06/30/2023
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",OR,READM-30-PN-HRRP,,1.0227,13.8859,13.5783,Too Few to Report,07/01/2020,06/30/2023
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",OR,READM-30-COPD-HRRP,,0.9858,17.2432,17.4914,Too Few to Report,07/01/2020,06/30/2023
SANTIAM HOSPITAL,OR,READM-30-PN-HRRP,,0.9927,13.3838,13.4827,Too Few to Report,07/01/2020,06/30/2023
SANTIAM HOSPITAL,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ADVENTIST HEALTH PORTLAND,OR,READM-30-PN-HRRP,140.0,1.0119,16.5699,16.3749,24,07/01/2020,06/30/2023
ADVENTIST HEALTH PORTLAND,OR,READM-30-COPD-HRRP,,1.0396,19.3671,18.6302,Too Few to Report,07/01/2020,06/30/2023
PROVIDENCE PORTLAND MEDICAL CENTER,OR,READM-30-PN-HRRP,148.0,1.0218,16.5846,16.2309,26,07/01/2020,06/30/2023
PROVIDENCE PORTLAND MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.9646,17.045,17.6709,Too Few to Report,07/01/2020,06/30/2023
WILLAMETTE VALLEY MEDICAL CENTER,OR,READM-30-PN-HRRP,,0.9405,13.9098,14.7901,Too Few to Report,07/01/2020,06/30/2023
WILLAMETTE VALLEY MEDICAL CENTER,OR,READM-30-COPD-HRRP,48.0,1.083,19.0324,17.574,14,07/01/2020,06/30/2023
PROVIDENCE MEDFORD MEDICAL CENTER,OR,READM-30-PN-HRRP,150.0,1.0142,14.7127,14.5069,23,07/01/2020,06/30/2023
PROVIDENCE MEDFORD MEDICAL CENTER,OR,READM-30-COPD-HRRP,,0.9622,16.6508,17.3053,Too Few to Report,07/01/2020,06/30/2023
PROVIDENCE MILWAUKIE HOSPITAL,OR,READM-30-PN-HRRP,,0.9939,13.2015,13.2823,Too Few to Report,07/01/2020,06/30/2023
PROVIDENCE MILWAUKIE HOSPITAL,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
LEGACY MERIDIAN PARK MEDICAL CENTER,OR,READM-30-PN-HRRP,142.0,1.0427,14.9514,14.3389,24,07/01/2020,06/30/2023
LEGACY MERIDIAN PARK MEDICAL CENTER,OR,READM-30-COPD-HRRP,,1.0369,15.629,15.0732,Too Few to Report,07/01/2020,06/30/2023
BAY AREA HOSPITAL,OR,READM-30-PN-HRRP,256.0,0.8693,14.5993,16.7947,28,07/01/2020,06/30/2023
BAY AREA HOSPITAL,OR,READM-30-COPD-HRRP,127.0,1.0409,19.3073,18.549,27,07/01/2020,06/30/2023
KAISER SUNNYSIDE MEDICAL CENTER,OR,READM-30-PN-HRRP,,0.9948,16.7476,16.8358,Too Few to Report,07/01/2020,06/30/2023
KAISER SUNNYSIDE MEDICAL CENTER,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM-30-PN-HRRP,357.0,0.8744,13.6809,15.6464,40,07/01/2020,06/30/2023
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM-30-COPD-HRRP,126.0,0.9289,17.9345,19.3077,18,07/01/2020,06/30/2023
KAISER FOUNDATION HOSPITAL WESTSIDE,OR,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
KAISER FOUNDATION HOSPITAL WESTSIDE,OR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
GEISINGER-COMMUNITY MEDICAL CENTER,PA,READM-30-PN-HRRP,527.0,1.0086,16.3985,16.259,87,07/01/2020,06/30/2023
GEISINGER-COMMUNITY MEDICAL CENTER,PA,READM-30-COPD-HRRP,156.0,0.9189,18.1141,19.7128,23,07/01/2020,06/30/2023
UPMC MCKEESPORT HOSPITAL,PA,READM-30-PN-HRRP,70.0,0.9853,17.1722,17.4275,11,07/01/2020,06/30/2023
UPMC MCKEESPORT HOSPITAL,PA,READM-30-COPD-HRRP,,1.0011,20.3253,20.302,Too Few to Report,07/01/2020,06/30/2023
GEISINGER-BLOOMSBURG HOSPITAL,PA,READM-30-PN-HRRP,,0.9448,13.88,14.6905,Too Few to Report,07/01/2020,06/30/2023
GEISINGER-BLOOMSBURG HOSPITAL,PA,READM-30-COPD-HRRP,,0.9949,16.5675,16.6516,Too Few to Report,07/01/2020,06/30/2023
PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,PA,READM-30-PN-HRRP,311.0,1.0263,16.4766,16.0552,53,07/01/2020,06/30/2023
PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,PA,READM-30-COPD-HRRP,82.0,0.9468,17.5043,18.4871,11,07/01/2020,06/30/2023
GEISINGER MEDICAL CENTER,PA,READM-30-PN-HRRP,463.0,1.0963,18.5055,16.8803,92,07/01/2020,06/30/2023
GEISINGER MEDICAL CENTER,PA,READM-30-COPD-HRRP,171.0,0.9685,20.5032,21.1699,33,07/01/2020,06/30/2023
SAINT VINCENT HOSPITAL,PA,READM-30-PN-HRRP,267.0,0.9363,15.1384,16.169,36,07/01/2020,06/30/2023
SAINT VINCENT HOSPITAL,PA,READM-30-COPD-HRRP,93.0,1.015,18.3699,18.0984,18,07/01/2020,06/30/2023
LANSDALE HOSPITAL,PA,READM-30-PN-HRRP,267.0,0.9985,14.6437,14.6655,39,07/01/2020,06/30/2023
LANSDALE HOSPITAL,PA,READM-30-COPD-HRRP,110.0,1.0785,18.5022,17.1548,25,07/01/2020,06/30/2023
WELLSPAN EVANGELICAL COMMUNITY HOSPITAL,PA,READM-30-PN-HRRP,216.0,0.9197,13.1611,14.3102,23,07/01/2020,06/30/2023
WELLSPAN EVANGELICAL COMMUNITY HOSPITAL,PA,READM-30-COPD-HRRP,91.0,1.0234,18.2281,17.8114,18,07/01/2020,06/30/2023
UPMC JAMESON,PA,READM-30-PN-HRRP,155.0,1.0791,20.3798,18.8862,37,07/01/2020,06/30/2023
UPMC JAMESON,PA,READM-30-COPD-HRRP,,1.009,17.8181,17.6587,Too Few to Report,07/01/2020,06/30/2023
KENSINGTON HOSPITAL,PA,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
KENSINGTON HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
TEMPLE HEALTH - CHESTNUT HILL HOSPITAL,PA,READM-30-PN-HRRP,262.0,1.0046,17.4352,17.3548,46,07/01/2020,06/30/2023
TEMPLE HEALTH - CHESTNUT HILL HOSPITAL,PA,READM-30-COPD-HRRP,79.0,1.0012,18.8891,18.8655,15,07/01/2020,06/30/2023
TEMPLE UNIVERSITY HOSPITAL,PA,READM-30-PN-HRRP,230.0,1.0098,17.1013,16.9359,40,07/01/2020,06/30/2023
TEMPLE UNIVERSITY HOSPITAL,PA,READM-30-COPD-HRRP,439.0,1.1474,20.3506,17.737,98,07/01/2020,06/30/2023
UPMC MERCY,PA,READM-30-PN-HRRP,110.0,0.9663,17.6308,18.2458,17,07/01/2020,06/30/2023
UPMC MERCY,PA,READM-30-COPD-HRRP,,1.0039,22.1504,22.0654,Too Few to Report,07/01/2020,06/30/2023
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,PA,READM-30-PN-HRRP,179.0,0.9403,15.1575,16.1198,23,07/01/2020,06/30/2023
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,PA,READM-30-COPD-HRRP,86.0,0.9917,18.0411,18.1927,15,07/01/2020,06/30/2023
ALLEGHENY VALLEY HOSPITAL,PA,READM-30-PN-HRRP,101.0,1.0041,15.5733,15.5104,16,07/01/2020,06/30/2023
ALLEGHENY VALLEY HOSPITAL,PA,READM-30-COPD-HRRP,,0.9951,16.5206,16.6021,Too Few to Report,07/01/2020,06/30/2023
ST LUKES QUAKERTOWN HOSPITAL,PA,READM-30-PN-HRRP,169.0,1.0571,16.687,15.7853,32,07/01/2020,06/30/2023
ST LUKES QUAKERTOWN HOSPITAL,PA,READM-30-COPD-HRRP,,1.0387,16.8224,16.1952,Too Few to Report,07/01/2020,06/30/2023
HERITAGE VALLEY BEAVER,PA,READM-30-PN-HRRP,172.0,0.8928,14.2944,16.0109,17,07/01/2020,06/30/2023
HERITAGE VALLEY BEAVER,PA,READM-30-COPD-HRRP,,0.9922,16.1781,16.3058,Too Few to Report,07/01/2020,06/30/2023
HERITAGE VALLEY SEWICKLEY,PA,READM-30-PN-HRRP,,0.9021,12.9514,14.3576,Too Few to Report,07/01/2020,06/30/2023
HERITAGE VALLEY SEWICKLEY,PA,READM-30-COPD-HRRP,,0.9342,14.5808,15.6076,Too Few to Report,07/01/2020,06/30/2023
UPMC SOMERSET,PA,READM-30-PN-HRRP,,0.9683,14.4609,14.9339,Too Few to Report,07/01/2020,06/30/2023
UPMC SOMERSET,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UNIONTOWN HOSPITAL,PA,READM-30-PN-HRRP,151.0,1.0121,16.6781,16.4794,26,07/01/2020,06/30/2023
UNIONTOWN HOSPITAL,PA,READM-30-COPD-HRRP,76.0,0.996,17.4268,17.4976,13,07/01/2020,06/30/2023
"WASHINGTON HOSPITAL, THE",PA,READM-30-PN-HRRP,188.0,0.9533,14.46,15.1677,24,07/01/2020,06/30/2023
"WASHINGTON HOSPITAL, THE",PA,READM-30-COPD-HRRP,,1.0228,17.0122,16.6335,Too Few to Report,07/01/2020,06/30/2023
READING HOSPITAL,PA,READM-30-PN-HRRP,846.0,1.0754,17.8516,16.6006,156,07/01/2020,06/30/2023
READING HOSPITAL,PA,READM-30-COPD-HRRP,260.0,1.1705,23.3465,19.9464,71,07/01/2020,06/30/2023
UPMC WILLIAMSPORT,PA,READM-30-PN-HRRP,334.0,1.0326,18.1937,17.6197,63,07/01/2020,06/30/2023
UPMC WILLIAMSPORT,PA,READM-30-COPD-HRRP,128.0,1.0284,19.724,19.1787,27,07/01/2020,06/30/2023
WELLSPAN YORK HOSPITAL,PA,READM-30-PN-HRRP,595.0,0.8653,13.8876,16.0499,73,07/01/2020,06/30/2023
WELLSPAN YORK HOSPITAL,PA,READM-30-COPD-HRRP,206.0,1.0106,18.6161,18.4207,39,07/01/2020,06/30/2023
GEISINGER-LEWISTOWN HOSPITAL,PA,READM-30-PN-HRRP,203.0,0.9868,15.7121,15.9224,31,07/01/2020,06/30/2023
GEISINGER-LEWISTOWN HOSPITAL,PA,READM-30-COPD-HRRP,80.0,0.9542,19.9645,20.9224,13,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL BETHLEHEM,PA,READM-30-PN-HRRP,492.0,1.0015,16.8496,16.8249,83,07/01/2020,06/30/2023
ST LUKE'S HOSPITAL BETHLEHEM,PA,READM-30-COPD-HRRP,211.0,0.9801,17.164,17.5123,35,07/01/2020,06/30/2023
ALLEGHENY GENERAL HOSPITAL,PA,READM-30-PN-HRRP,147.0,0.9334,16.8704,18.0751,20,07/01/2020,06/30/2023
ALLEGHENY GENERAL HOSPITAL,PA,READM-30-COPD-HRRP,50.0,1.1132,20.5571,18.4663,17,07/01/2020,06/30/2023
PENN HIGHLANDS HUNTINGDON,PA,READM-30-PN-HRRP,60.0,1.0547,14.234,13.4959,12,07/01/2020,06/30/2023
PENN HIGHLANDS HUNTINGDON,PA,READM-30-COPD-HRRP,,0.9537,15.6951,16.4571,Too Few to Report,07/01/2020,06/30/2023
GRAND VIEW HEALTH,PA,READM-30-PN-HRRP,317.0,0.9961,16.172,16.2355,51,07/01/2020,06/30/2023
GRAND VIEW HEALTH,PA,READM-30-COPD-HRRP,86.0,0.978,16.6686,17.0432,13,07/01/2020,06/30/2023
UPMC CARLISLE,PA,READM-30-PN-HRRP,177.0,0.9626,15.5862,16.1923,25,07/01/2020,06/30/2023
UPMC CARLISLE,PA,READM-30-COPD-HRRP,75.0,1.0056,18.211,18.1094,14,07/01/2020,06/30/2023
CONEMAUGH NASON MEDICAL CENTER,PA,READM-30-PN-HRRP,,0.9456,13.0534,13.8049,Too Few to Report,07/01/2020,06/30/2023
CONEMAUGH NASON MEDICAL CENTER,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UPMC HAMOT,PA,READM-30-PN-HRRP,239.0,0.9715,16.7268,17.2166,38,07/01/2020,06/30/2023
UPMC HAMOT,PA,READM-30-COPD-HRRP,126.0,1.0326,19.0604,18.4592,26,07/01/2020,06/30/2023
GETTYSBURG HOSPITAL,PA,READM-30-PN-HRRP,222.0,0.9184,15.1899,16.5392,28,07/01/2020,06/30/2023
GETTYSBURG HOSPITAL,PA,READM-30-COPD-HRRP,100.0,0.9525,16.9417,17.7866,14,07/01/2020,06/30/2023
WELLSPAN GOOD SAMARITAN HOSPITAL,PA,READM-30-PN-HRRP,187.0,1.0083,16.2811,16.1477,31,07/01/2020,06/30/2023
WELLSPAN GOOD SAMARITAN HOSPITAL,PA,READM-30-COPD-HRRP,89.0,0.9709,16.6172,17.1151,13,07/01/2020,06/30/2023
UPMC PINNACLE HOSPITALS,PA,READM-30-PN-HRRP,663.0,0.9394,15.4198,16.4138,98,07/01/2020,06/30/2023
UPMC PINNACLE HOSPITALS,PA,READM-30-COPD-HRRP,212.0,1.0415,18.624,17.8813,42,07/01/2020,06/30/2023
UPMC LITITZ,PA,READM-30-PN-HRRP,63.0,1.0412,14.8454,14.2575,12,07/01/2020,06/30/2023
UPMC LITITZ,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
LOWER BUCKS HOSPITAL,PA,READM-30-PN-HRRP,,0.972,15.7757,16.2305,Too Few to Report,07/01/2020,06/30/2023
LOWER BUCKS HOSPITAL,PA,READM-30-COPD-HRRP,,1.0298,18.5679,18.0301,Too Few to Report,07/01/2020,06/30/2023
UPMC ALTOONA,PA,READM-30-PN-HRRP,336.0,0.954,17.037,17.8577,54,07/01/2020,06/30/2023
UPMC ALTOONA,PA,READM-30-COPD-HRRP,104.0,0.9989,21.2244,21.2486,22,07/01/2020,06/30/2023
ROBERT PACKER HOSPITAL,PA,READM-30-PN-HRRP,313.0,0.9331,15.5578,16.673,44,07/01/2020,06/30/2023
ROBERT PACKER HOSPITAL,PA,READM-30-COPD-HRRP,127.0,0.9742,17.008,17.4593,20,07/01/2020,06/30/2023
PENN HIGHLANDS DUBOIS,PA,READM-30-PN-HRRP,240.0,0.9485,15.226,16.0533,33,07/01/2020,06/30/2023
PENN HIGHLANDS DUBOIS,PA,READM-30-COPD-HRRP,148.0,0.993,19.8952,20.0361,29,07/01/2020,06/30/2023
WEST PENN HOSPITAL,PA,READM-30-PN-HRRP,,0.9971,17.4574,17.5087,Too Few to Report,07/01/2020,06/30/2023
WEST PENN HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UPMC NORTHWEST,PA,READM-30-PN-HRRP,213.0,1.1622,20.3807,17.5361,54,07/01/2020,06/30/2023
UPMC NORTHWEST,PA,READM-30-COPD-HRRP,62.0,1.0188,17.5249,17.2012,12,07/01/2020,06/30/2023
CLARION HOSPITAL,PA,READM-30-PN-HRRP,,0.9953,16.1207,16.1971,Too Few to Report,07/01/2020,06/30/2023
CLARION HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PENN STATE HEALTH ST. JOSEPH,PA,READM-30-PN-HRRP,211.0,0.9975,15.7178,15.7567,33,07/01/2020,06/30/2023
PENN STATE HEALTH ST. JOSEPH,PA,READM-30-COPD-HRRP,104.0,0.9603,16.7739,17.4682,15,07/01/2020,06/30/2023
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,PA,READM-30-PN-HRRP,336.0,1.0165,15.4458,15.1949,53,07/01/2020,06/30/2023
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,PA,READM-30-COPD-HRRP,90.0,1.0064,17.342,17.2311,16,07/01/2020,06/30/2023
LANCASTER GENERAL HOSPITAL,PA,READM-30-PN-HRRP,615.0,0.8624,13.2872,15.4079,72,07/01/2020,06/30/2023
LANCASTER GENERAL HOSPITAL,PA,READM-30-COPD-HRRP,243.0,1.002,19.7011,19.6616,48,07/01/2020,06/30/2023
UPMC MEMORIAL,PA,READM-30-PN-HRRP,138.0,0.9673,14.6586,15.1535,18,07/01/2020,06/30/2023
UPMC MEMORIAL,PA,READM-30-COPD-HRRP,,0.9984,16.0786,16.1038,Too Few to Report,07/01/2020,06/30/2023
UPMC ST MARGARET,PA,READM-30-PN-HRRP,187.0,0.9475,15.3061,16.1543,25,07/01/2020,06/30/2023
UPMC ST MARGARET,PA,READM-30-COPD-HRRP,45.0,1.0677,15.9582,14.9462,11,07/01/2020,06/30/2023
UPMC KANE,PA,READM-30-PN-HRRP,,0.976,14.4792,14.8355,Too Few to Report,07/01/2020,06/30/2023
UPMC KANE,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UPMC PASSAVANT,PA,READM-30-PN-HRRP,293.0,0.9111,15.4589,16.9678,39,07/01/2020,06/30/2023
UPMC PASSAVANT,PA,READM-30-COPD-HRRP,75.0,1.0098,17.8743,17.7004,14,07/01/2020,06/30/2023
CONEMAUGH MEMORIAL MEDICAL CENTER,PA,READM-30-PN-HRRP,231.0,1.0333,18.9175,18.3076,46,07/01/2020,06/30/2023
CONEMAUGH MEMORIAL MEDICAL CENTER,PA,READM-30-COPD-HRRP,,1.0184,17.4486,17.1329,Too Few to Report,07/01/2020,06/30/2023
HOSPITAL OF UNIV OF PENNSYLVANIA,PA,READM-30-PN-HRRP,291.0,1.024,20.0391,19.5696,60,07/01/2020,06/30/2023
HOSPITAL OF UNIV OF PENNSYLVANIA,PA,READM-30-COPD-HRRP,105.0,0.9487,18.3694,19.3621,16,07/01/2020,06/30/2023
CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,PA,READM-30-PN-HRRP,,1.0018,14.9619,14.9355,Too Few to Report,07/01/2020,06/30/2023
CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
MEADVILLE MEDICAL CENTER,PA,READM-30-PN-HRRP,173.0,0.9685,15.6995,16.2098,25,07/01/2020,06/30/2023
MEADVILLE MEDICAL CENTER,PA,READM-30-COPD-HRRP,,0.9481,15.3597,16.1999,Too Few to Report,07/01/2020,06/30/2023
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PA,READM-30-PN-HRRP,,1.0131,15.328,15.1298,Too Few to Report,07/01/2020,06/30/2023
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
JEFFERSON HEALTH- NORTHEAST,PA,READM-30-PN-HRRP,480.0,1.0532,17.5876,16.6985,88,07/01/2020,06/30/2023
JEFFERSON HEALTH- NORTHEAST,PA,READM-30-COPD-HRRP,315.0,1.118,20.0033,17.8913,70,07/01/2020,06/30/2023
SUBURBAN COMMUNITY HOSPITAL,PA,READM-30-PN-HRRP,133.0,1.0009,18.7496,18.733,25,07/01/2020,06/30/2023
SUBURBAN COMMUNITY HOSPITAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UPMC BEDFORD MEMORIAL,PA,READM-30-PN-HRRP,117.0,0.9387,15.6117,16.6307,14,07/01/2020,06/30/2023
UPMC BEDFORD MEMORIAL,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
POTTSTOWN HOSPITAL,PA,READM-30-PN-HRRP,236.0,1.0071,15.9021,15.7908,38,07/01/2020,06/30/2023
POTTSTOWN HOSPITAL,PA,READM-30-COPD-HRRP,97.0,0.9963,17.7563,17.8215,17,07/01/2020,06/30/2023
WAYNE MEMORIAL HOSPITAL,PA,READM-30-PN-HRRP,234.0,0.9124,12.7912,14.0197,24,07/01/2020,06/30/2023
WAYNE MEMORIAL HOSPITAL,PA,READM-30-COPD-HRRP,145.0,0.9586,14.099,14.7077,18,07/01/2020,06/30/2023
PHOENIXVILLE HOSPITAL,PA,READM-30-PN-HRRP,253.0,1.0683,17.203,16.1024,48,07/01/2020,06/30/2023
PHOENIXVILLE HOSPITAL,PA,READM-30-COPD-HRRP,107.0,1.0734,20.1593,18.7804,26,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL,PA,READM-30-PN-HRRP,1100.0,1.0848,17.4042,16.0434,197,07/01/2020,06/30/2023
LEHIGH VALLEY HOSPITAL,PA,READM-30-COPD-HRRP,508.0,1.1875,22.6442,19.0688,126,07/01/2020,06/30/2023
WILKES-BARRE GENERAL HOSPITAL,PA,READM-30-PN-HRRP,287.0,1.0129,16.4218,16.212,48,07/01/2020,06/30/2023
WILKES-BARRE GENERAL HOSPITAL,PA,READM-30-COPD-HRRP,248.0,1.0113,19.878,19.6556,50,07/01/2020,06/30/2023
WELLSPAN WAYNESBORO HOSPITAL,PA,READM-30-PN-HRRP,135.0,0.9922,14.4593,14.5734,19,07/01/2020,06/30/2023
WELLSPAN WAYNESBORO HOSPITAL,PA,READM-30-COPD-HRRP,57.0,1.0823,17.931,16.568,15,07/01/2020,06/30/2023
BRYN MAWR HOSPITAL,PA,READM-30-PN-HRRP,609.0,1.0293,16.5897,16.1168,103,07/01/2020,06/30/2023
BRYN MAWR HOSPITAL,PA,READM-30-COPD-HRRP,184.0,1.0974,20.7506,18.9085,44,07/01/2020,06/30/2023
ALBERT EINSTEIN MEDICAL CENTER,PA,READM-30-PN-HRRP,120.0,1.0446,18.3166,17.5351,25,07/01/2020,06/30/2023
ALBERT EINSTEIN MEDICAL CENTER,PA,READM-30-COPD-HRRP,93.0,0.9752,18.8962,19.3776,16,07/01/2020,06/30/2023
EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,PA,READM-30-PN-HRRP,280.0,0.9614,17.4042,18.1025,46,07/01/2020,06/30/2023
EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,PA,READM-30-COPD-HRRP,,0.9409,19.2493,20.4577,Too Few to Report,07/01/2020,06/30/2023
WARREN GENERAL HOSPITAL,PA,READM-30-PN-HRRP,131.0,1.0333,16.6241,16.0881,24,07/01/2020,06/30/2023
WARREN GENERAL HOSPITAL,PA,READM-30-COPD-HRRP,58.0,1.0498,20.5407,19.5665,15,07/01/2020,06/30/2023
PENN HIGHLANDS MON VALLEY,PA,READM-30-PN-HRRP,,0.9333,14.4277,15.4582,Too Few to Report,07/01/2020,06/30/2023
PENN HIGHLANDS MON VALLEY,PA,READM-30-COPD-HRRP,,0.9617,14.8743,15.4665,Too Few to Report,07/01/2020,06/30/2023
UPMC GREENE,PA,READM-30-PN-HRRP,,0.9795,12.7787,13.046,Too Few to Report,07/01/2020,06/30/2023
UPMC GREENE,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
WELLSPAN CHAMBERSBURG HOSPITAL,PA,READM-30-PN-HRRP,510.0,0.9476,15.0208,15.8519,73,07/01/2020,06/30/2023
WELLSPAN CHAMBERSBURG HOSPITAL,PA,READM-30-COPD-HRRP,142.0,0.9711,17.4632,17.9834,23,07/01/2020,06/30/2023
PAOLI HOSPITAL,PA,READM-30-PN-HRRP,666.0,1.0022,16.1935,16.1573,108,07/01/2020,06/30/2023
PAOLI HOSPITAL,PA,READM-30-COPD-HRRP,174.0,1.0549,19.3568,18.3494,37,07/01/2020,06/30/2023
MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,PA,READM-30-PN-HRRP,83.0,1.1012,19.5201,17.7263,23,07/01/2020,06/30/2023
MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,PA,READM-30-COPD-HRRP,99.0,1.1161,23.0536,20.6554,30,07/01/2020,06/30/2023
HERITAGE VALLEY KENNEDY,PA,READM-30-PN-HRRP,,0.9964,14.1127,14.1633,Too Few to Report,07/01/2020,06/30/2023
HERITAGE VALLEY KENNEDY,PA,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
